,f_inhibition_list,r_concentration_uM,r_inhibition_list,f_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50
1626,"[-1.0148239135742188, 0.6243026256561279, -7.287072658538818, -4.606556415557861, 0.632272481918335, 1.7321077585220337, -3.929121732711792, -3.0657243728637695, 3.644864797592163, -3.434992790222168, 2.1731045246124268, -2.154508352279663, -3.6395516395568848, -5.831252098083496, -1.636469841003418, -2.146538496017456, -2.3112480640411377, -3.775038480758667, -0.8501142263412476, 0.2789437174797058, -5.265395164489746, -2.956803560256958, -1.3283034563064575, -1.7081983089447021]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CNS(=O)(=O)c1cc2c(cc1OCc1ccccc1)OCO2,,,,,,99.49999999999996,,
1627,"[0.9563785195350647, 0.6428988575935364, -1.9047871828079224, -1.3176770210266113, 3.241060495376587, 3.2676265239715576, -3.6262683868408203, -1.450507402420044, 4.0300726890563965, -1.3097072839736938, 2.016364574432373, -0.6774348020553589, -3.209181308746338, -2.738961696624756, -2.000425100326538, -1.7347643375396729, -2.542372941970825, -1.8649381399154663, 1.073269248008728, 0.005313213914632797, -1.5833377838134766, -1.7321077585220337, 0.17267945408821106, 0.41708728671073914]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",Cc1cc2c(cc1S(=O)(=O)N1CCN(c3ccccc3)CC1)OCO2,,,,,,99.49999999999996,,
1628,"[0.876680314540863, 0.9670049548149109, -6.4528985023498535, -4.44184684753418, -3.0976037979125977, -1.3681526184082031, -3.6554911136627197, -2.090749740600586, 4.935975551605225, 0.5764837265014648, 2.58487868309021, -0.22315499186515808, -1.652409553527832, -5.103342056274414, -0.20455873012542725, -1.8543117046356201, -0.1753360629081726, -2.008394956588745, 1.4080016613006592, 0.4755326509475708, 1.7294511795043945, -3.2755963802337646, -0.11954731494188309, -1.830402135848999]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CCCc1cc2c(cc1S(=O)(=O)N1CCN(c3ccccc3OC)CC1)OCO2,,,,,,99.49999999999996,,
1629,"[0.45693638920783997, 1.6391265392303467, 2.9036715030670166, 2.893044948577881, -6.386483192443848, -5.804686069488525, -3.865363121032715, -2.324531078338623, -0.919185996055603, -0.7119706869125366, 1.2246958017349243, 0.7491631507873535, -4.075234889984131, -2.8877317905426025, -2.2953083515167236, -1.9632325172424316, -1.8516550064086914, -0.48350247740745544, -4.574676990509033, -1.5089527368545532, -1.782583236694336, -0.6508687138557434, -0.7783858180046082, 0.289570152759552]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CCCc1cc2c(cc1S(=O)(=O)N1CCN(c3cccc(Cl)c3Cl)CC1)OCO2,,,,,,99.49999999999996,,
1630,"[6.593698501586914, 2.4175124168395996, 4.056638717651367, 1.6550661325454712, -4.043355941772461, -7.698846817016602, -0.6349290609359741, -3.2277774810791016, -0.6402422785758972, -6.978906631469727, -1.1051485538482666, -1.7241379022598267, -2.6512937545776367, -5.193666458129883, -4.44184684753418, -4.162903308868408, 4.935975551605225, -0.7305669188499451, -4.006163120269775, -2.189044237136841, 4.282450199127197, 3.4562456607818604, 3.687370538711548, 1.5567716360092163]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CCCc1cc2c(cc1S(=O)(=O)N1CCN(c3ncccn3)CC1)OCO2,,,,,,99.49999999999996,,
1631,"[4.678284645080566, -0.5711705088615417, -3.0258753299713135, -5.132564544677734, 2.252802610397339, -3.264970064163208, -0.24440783262252808, -3.7086234092712402, 7.714786529541016, 5.685138702392578, 0.8952765464782715, 0.4755326509475708, 0.3267626464366913, -2.672546625137329, -1.4026885032653809, -1.3203336000442505, 2.908984661102295, 4.3940277099609375, 1.166250467300415, 0.6774348020553589, 4.3382391929626465, 5.252111911773682, 0.7704160213470459, 1.498326301574707]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",O=C(O)CCc1cc2c(cc1S(=O)(=O)N1CCN(c3ccccc3)CC1)OCO2,,,,,,99.49999999999996,,
1632,"[97.31503295898438, 81.24542236328125, 97.07147979736328, 64.76437377929688, 92.60244750976562, 46.228511810302734, 88.60868835449219, 35.82440948486328, 78.03433227539062, 11.526093482971191, 56.62788772583008, 10.634650230407715, 42.6863899230957, -0.7578444480895996, 29.8987979888916, 2.8173844814300537, 12.68709659576416, 11.604124069213867, -3.559859037399292, 21.705564498901367, 95.63382720947266, 95.0308609008789, 90.69896697998047, 85.91544342041016]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CNC(=O)COCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,1.824847796882962,,
1633,,,,,NS(=O)(=O)c1ccc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F,,,,,,27.277155061244105,,
1634,"[5.461841583251953, 6.681216239929199, 2.397916078567505, 3.3103349208831787, 90.61813354492188, 84.36637115478516, 71.4460678100586, 56.36862564086914, 91.55590057373047, 43.78062438964844, 85.8025894165039, 22.02900505065918, 70.53083801269531, 12.071247100830078, 54.828216552734375, 7.272599220275879, 36.19684600830078, -1.279921054840088, 13.487749099731445, -5.864544868469238, 10.435088157653809, -3.020275831222534, 6.4221343994140625, -1.477048635482788]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,10.495939498077966,,
1635,"[88.76731872558594, 35.0506477355957, 82.4190673828125, 25.687578201293945, 65.17178344726562, 9.438216209411621, 52.267879486083984, 16.10207748413086, 32.54981994628906, 0.4328353703022003, 24.274850845336914, 17.00682258605957, 9.320989608764648, 1.2864829301834106, 18.503711700439453, 19.997594833374023, -0.7785025238990784, 15.78045654296875, -2.479785919189453, 10.120532989501953, 88.89656829833984, 81.68264770507812, 64.4473876953125, 51.89515686035156]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CN(C)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,11.533075604186877,,
1636,"[87.85318756103516, 15.336798667907715, 69.43942260742188, 10.544755935668945, 40.30854415893555, 5.981577396392822, 27.367765426635742, 6.942246437072754, 8.863584518432617, -4.975700378417969, 6.668173313140869, -0.7600587606430054, 2.071089506149292, -2.0174050331115723, 3.721179723739624, 0.288200706243515, 2.528820037841797, 5.054814338684082, -3.7466092109680176, -1.2912522554397583, 82.38019561767578, 64.55130767822266, 33.0074577331543, 21.40596580505371, 13.212389945983887, 3.2300024032592773, 11.025289535522461, 7.905793190002441, 2.467970371246338, 1.2501007318496704, 3.9229679107666016, 3.4302947521209717, -2.444948434829712, -2.99747896194458, 0.49497541785240173, 0.19108353555202484, -2.9882702827453613, -2.7442357540130615, -1.1465011835098267, -2.403508424758911, -0.9346977472305298, 0.09899508208036423, -4.482405185699463, -4.137073516845703, 4.088726997375488, 0.8426092863082886, -0.9968574643135071, -1.105061411857605]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 9.949999809265137, 0.7462999820709229, 4.974999904632568, 0.24879999458789825, 2.48799991607666, 0.15520000457763672, 1.24399995803833, 0.07760000228881836, 0.7462999820709229, 0.03880000114440918, 0.24879999458789825, 0.01940000057220459, 0.15520000457763672, 0.009999999776482582, 0.07760000228881836, 0.004999999888241291, 0.03880000114440918, 0.01940000057220459, 0.009999999776482582, 0.004999999888241291, 9.949999809265137, 4.974999904632568, 2.48799991607666, 1.24399995803833]",O=C(O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,31.398692270521988,,
1638,"[65.80988311767578, 50.70280838012695, 32.900367736816406, 19.803640365600586, 99.49385833740234, 98.9673843383789, 98.81696319580078, 97.6827163696289, 99.82112121582031, 96.81678009033203, 100.0711441040039, 93.19246673583984, 98.47140502929688, 86.41339111328125, 97.89208221435547, 78.42485809326172, 95.97727966308594, 61.58591842651367, 91.04796600341797, 45.68608856201172, 86.11865234375, 25.2025089263916, 79.2440414428711, 14.973930358886719]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",COC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,,,,,,0.2236474128818279,,
1639,"[99.20674896240234, 95.5088119506836, 98.86845397949219, 91.59700012207031, 98.96177673339844, 87.89128112792969, 98.39017486572266, 78.6911392211914, 95.9404296875, 60.2325325012207, 90.73375701904297, 44.558074951171875, 87.65019226074219, 28.840845108032227, 77.59848022460938, 16.903215408325195, 64.62651062011719, 47.98771286010742, 26.16946029663086, 16.028308868408203, 98.75180053710938, 99.12120819091797, 98.51849365234375, 98.70903015136719]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CCOC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,,,,,,0.2364734669572963,,
1640,"[98.9344482421875, 97.7062759399414, 100.20873260498047, 96.41500091552734, 99.5024185180664, 93.69166564941406, 99.6067886352539, 88.81539154052734, 97.65045166015625, 76.33951568603516, 95.24993896484375, 62.74711990356445, 93.194091796875, 46.88284683227539, 88.4998550415039, 30.421483993530273, 80.57500457763672, 67.99232482910156, 42.91435241699219, 26.249103546142578, 98.2281265258789, 98.65046691894531, 98.22570037841797, 98.32036590576172, 32.588802337646484, 14.126172065734863, 28.214466094970703, 3.6790852546691895, 98.60950469970703, 95.86759948730469, 96.77667999267578, 90.63550567626953, 98.7048110961914, 88.08421325683594, 96.40033721923828, 67.39775848388672, 95.29576110839844, 58.16278076171875, 89.61156463623047, 33.97196960449219, 85.86772155761719, 26.220354080200195, 64.34061431884766, 5.758727550506592, 56.56455993652344, 9.705404281616211, 34.976356506347656, -1.2255470752716064]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 0.03880000114440918, 0.01940000057220459, 0.009999999776482582, 0.004999999888241291, 9.949999809265137, 4.974999904632568, 2.48799991607666, 1.24399995803833, 9.949999809265137, 0.7462999820709229, 4.974999904632568, 0.24879999458789825, 2.48799991607666, 0.15520000457763672, 1.24399995803833, 0.07760000228881836, 0.7462999820709229, 0.03880000114440918, 0.24879999458789825, 0.01940000057220459, 0.15520000457763672, 0.009999999776482582, 0.07760000228881836, 0.004999999888241291]",COc1ccc2cncc(NC(=O)C3(OC)CCOc4ccc(Cl)cc43)c2c1,,,,,,0.1183812524784907,,
1641,"[49.807640075683594, 37.13030242919922, 20.812145233154297, 15.911600112915039, 97.66744232177734, 98.39318084716797, 98.00725555419922, 96.92228698730469, 98.89804077148438, 95.89315032958984, 99.58251190185547, 88.88821411132812, 97.62618255615234, 78.82498168945312, 96.27664947509766, 65.51171112060547, 92.7377700805664, 43.11824035644531, 84.86146545410156, 27.171445846557617, 77.04097747802734, 14.001382827758789, 63.751983642578125, 97.1771469116211, 95.38861846923828, 64.29418182373047, 91.2659912109375, 35.545753479003906, 87.48060607910156, 35.15230941772461, 74.44313049316406, 13.586100578308105, 63.231143951416016, 12.728339195251465, 31.520875930786133, -0.11607874184846878, 33.52476119995117, 13.070466041564941, 10.335895538330078, -1.1497905254364014, 16.569934844970703, 0.09652863442897797, 9.991324424743652, -5.499688625335693, 94.72391510009766, 88.84666442871094, 83.05250549316406, 70.64063262939453]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 9.949999809265137, 0.7462999820709229, 4.974999904632568, 0.24879999458789825, 2.48799991607666, 0.15520000457763672, 1.24399995803833, 0.07760000228881836, 0.7462999820709229, 0.03880000114440918, 0.24879999458789825, 0.01940000057220459, 0.15520000457763672, 0.009999999776482582, 0.07760000228881836, 0.004999999888241291, 0.03880000114440918, 0.01940000057220459, 0.009999999776482582, 0.004999999888241291, 9.949999809265137, 4.974999904632568, 2.48799991607666, 1.24399995803833]",COC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21,,,,,,0.4244815192530717,,
1642,"[98.17230224609375, 98.33978271484375, 98.94416046142578, 96.57034301757812, 98.4999771118164, 94.5047836303711, 98.92474365234375, 90.28871154785156, 97.84220123291016, 79.1259536743164, 96.14558410644531, 66.56997680664062, 93.9829330444336, 50.66202163696289, 89.4950180053711, 33.32200622558594, 82.22065734863281, 70.9219741821289, 47.635284423828125, 29.90934181213379, 96.61160278320312, 97.5946273803711, 97.53394317626953, 97.99754333496094, 32.021846771240234, 15.770824432373047, 19.63441276550293, 3.429821252822876, 98.08164978027344, 96.02400207519531, 96.47120666503906, 91.18290710449219, 98.52885437011719, 88.06221771240234, 96.19261932373047, 70.58198547363281, 95.5670166015625, 59.27469253540039, 89.94880676269531, 37.28815841674805, 86.46399688720703, 26.452512741088867, 66.5571060180664, 6.789995193481445, 57.72779083251953, 6.709351062774658, 37.91864776611328, -1.9953324794769287]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 0.03880000114440918, 0.01940000057220459, 0.009999999776482582, 0.004999999888241291, 9.949999809265137, 4.974999904632568, 2.48799991607666, 1.24399995803833, 9.949999809265137, 0.7462999820709229, 4.974999904632568, 0.24879999458789825, 2.48799991607666, 0.15520000457763672, 1.24399995803833, 0.07760000228881836, 0.7462999820709229, 0.03880000114440918, 0.24879999458789825, 0.01940000057220459, 0.15520000457763672, 0.009999999776482582, 0.07760000228881836, 0.004999999888241291]",COc1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc43)c2c1,,,,,,0.1072555401057864,,
1643,"[35.215232849121094, 24.239370346069336, 14.054781913757324, 10.748916625976562, 80.09198760986328, 72.7132568359375, 68.17194366455078, 65.135498046875, 84.6381607055664, 65.88550567626953, 76.12592315673828, 70.63070678710938, 65.22045135498047, 64.9510269165039, 63.021392822265625, 49.63288116455078, 61.40729522705078, 28.137475967407227, 64.12335205078125, 15.008676528930664, 62.028663635253906, 5.773128032684326, 47.61829376220703, 2.3507566452026367, 64.77804565429688, 49.75379180908203, 66.97987365722656, 22.79908561706543, 73.40941619873047, 22.9114990234375, 62.688629150390625, 7.293410778045654, 49.76112365722656, 5.873584270477295, 20.09139633178711, -2.4400973320007324, 21.15199089050293, 8.727899551391602, 5.822265148162842, -1.257315993309021, 10.27724552154541, -0.9591769576072693, 3.6375410556793213, -4.546620845794678, 64.13289642333984, 61.06352615356445, 66.75505065917969, 50.30608367919922]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 9.949999809265137, 0.7462999820709229, 4.974999904632568, 0.24879999458789825, 2.48799991607666, 0.15520000457763672, 1.24399995803833, 0.07760000228881836, 0.7462999820709229, 0.03880000114440918, 0.24879999458789825, 0.01940000057220459, 0.15520000457763672, 0.009999999776482582, 0.07760000228881836, 0.004999999888241291, 0.03880000114440918, 0.01940000057220459, 0.009999999776482582, 0.004999999888241291, 9.949999809265137, 4.974999904632568, 2.48799991607666, 1.24399995803833]",CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc43)c2c1,,,,,,1.5810142426495817,,
1644,"[95.92713165283203, 95.2984848022461, 96.04121398925781, 89.32511138916016, 95.93683624267578, 84.66971588134766, 96.36402893066406, 73.58705139160156, 94.7547836303711, 54.5091552734375, 88.39063262939453, 36.76865005493164, 83.68426513671875, 23.44081687927246, 71.67198181152344, 12.074174880981445, 58.933963775634766, 43.20319366455078, 17.202877044677734, 9.578999519348145, 94.45623779296875, 94.90042114257812, 94.62614440917969, 94.7547836303711]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",O=C(Nc1cncc2ccc(F)cc12)C1CCOc2cc(F)c(Cl)cc21,,,,,,0.314161223738548,,
1645,"[89.90210723876953, 90.92596435546875, 90.84320831298828, 93.3803939819336, 87.90404510498047, 90.81956481933594, 88.40769958496094, 86.80215454101562, 90.28753662109375, 73.26263427734375, 89.80989074707031, 63.06897735595703, 89.89737701416016, 41.39769744873047, 85.7782974243164, 28.442222595214844, 77.55196380615234, 64.42387390136719, 39.737770080566406, 24.037029266357422, 88.21853637695312, 88.1736068725586, 87.04334259033203, 87.72907257080078, 91.95269012451172, 84.31104278564453, 93.23078155517578, 68.86402130126953, 91.76451873779297, 57.744895935058594, 90.31536865234375, 40.46016311645508, 83.4410629272461, 20.313779830932617, 65.88018035888672, 9.40237808227539, 57.52984619140625, 7.122347354888916, 38.314537048339844, 0.7563446164131165, 22.437410354614258, 10.829535484313965, 2.3716719150543213, -2.220158576965332, 91.87937927246094, 91.35885620117188, 90.47177124023438, 84.34525299072266]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 9.949999809265137, 0.7462999820709229, 4.974999904632568, 0.24879999458789825, 2.48799991607666, 0.15520000457763672, 1.24399995803833, 0.07760000228881836, 0.7462999820709229, 0.03880000114440918, 0.24879999458789825, 0.01940000057220459, 0.15520000457763672, 0.009999999776482582, 0.07760000228881836, 0.004999999888241291, 0.03880000114440918, 0.01940000057220459, 0.009999999776482582, 0.004999999888241291, 9.949999809265137, 4.974999904632568, 2.48799991607666, 1.24399995803833]",COc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc43)c2c1,,,,,,0.1307702844303301,,
1646,"[5.461841583251953, 6.681216239929199, 2.397916078567505, 3.3103349208831787, 90.61813354492188, 84.36637115478516, 71.4460678100586, 56.36862564086914, 91.55590057373047, 43.78062438964844, 85.8025894165039, 22.02900505065918, 70.53083801269531, 12.071247100830078, 54.828216552734375, 7.272599220275879, 36.19684600830078, -1.279921054840088, 13.487749099731445, -5.864544868469238, 10.435088157653809, -3.020275831222534, 6.4221343994140625, -1.477048635482788]",,,"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]",CNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,10.495939498077966,,
1647,"[88.76731872558594, 35.0506477355957, 82.4190673828125, 25.687578201293945, 65.17178344726562, 9.438216209411621, 52.267879486083984, 16.10207748413086, 32.54981994628906, 0.4328353703022003, 24.274850845336914, 17.00682258605957, 9.320989608764648, 1.2864829301834106, 18.503711700439453, 19.997594833374023, -0.7785025238990784, 15.78045654296875, -2.479785919189453, 10.120532989501953, 88.89656829833984, 81.68264770507812, 64.4473876953125, 51.89515686035156]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CN(C)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,11.533075604186877,,
1648,"[98.54151916503906, 69.46731567382812, 96.5781021118164, 41.24696731567383, 89.98136138916016, 24.62942123413086, 82.3400650024414, 12.393810272216797, 64.9596939086914, 1.3024444580078125, 34.90594482421875, -2.177964687347412, 25.99471092224121, -2.767423629760742, 12.610523223876953, 0.5612863898277283, 9.108443260192871, 6.256501197814941, -4.5054612159729, -4.5054612159729, 96.9378433227539, 94.99610137939453, 89.16218566894531, 81.00511169433594]",,,"[99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833]",CS(=O)(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,,,,,,3.8718363158011537,,
