f_concentration_uM,f_inhibition_list,r_concentration_uM,r_inhibition_list,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50,CHEMBL,Training,avg_IC50,FCFP_PC1_bin,FCFP_PC2_bin
"[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]","[93.36589, 88.60332, 77.44956, 65.67153, 49.81058, 23.66682, 13.0316, 3.738059, 92.83476, 85.70602, 72.02497, 56.47112, 41.17654, 18.15413, 9.721471, 4.530981]","[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[65.12347412658228, 62.00397113924051, 48.85031434177216, 41.38149503544304, 6.6364495443037965, -4.159905721518985, -16.546851265822784, -18.319870860759494, -14.958770126582275, -9.522846683544293, 13.346453164556957, 66.17473424810126, 57.59278937468355, 43.88157106329113, 44.33182717974683, -5.97974688607595, -15.122649493670872, -19.547489240506337, -21.184675139240497, -18.53785222784809, -9.784238658227844, -6.81743301265823]",O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1,,,18.75754760544395,,,8.761368777302824,,99.0,False,False,13.759458191373387,28.0,7.0
"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[98.33536, 96.84789, 99.4561, 91.45841, 98.62378, 87.60996, 97.99748, 78.71814, 96.20099, 61.24765, 90.36651, 44.72074, 86.71172, 27.96308, 77.33781, 16.94926, 59.51709, 42.13313, 22.80846, 10.43491, 98.10049, 98.54137, 98.63203, 97.88623]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[81.26845434589113, 89.89701198062062, 96.22709534666541, 96.5033029745441, 78.11506190105833, 13.192456642700712, 17.5225312800531, 11.194405719987676, 1.9786415033743776, 0.18914664766264014, -0.43430438578420477, 80.41658374612545, 90.35609626873477, 96.11919783324385, 98.09487965810104, 68.8544745046546, 17.472995665259887, 38.24574551586258, 13.333813623432064, 1.065335418765764, -1.7748243055306792, -1.5930633143238404]",O=C(Nc1cncc2ccccc12)C1CCNc2ccc(Cl)cc21,,,0.7204034615340712,,,0.2587568657108464,,,False,False,0.4895801636224588,7.0,27.0
"[0.389, 0.194, 0.1, 0.05, 99.5, 49.75, 24.88, 12.44, 99.5, 7.463, 49.75, 2.488, 24.88, 1.555, 12.44, 0.777, 7.463, 0.389, 2.488, 0.194, 1.555, 0.1, 0.777, 0.05]","[22.42268, 12.49141, 5.91638, 19.2268, 109.7423, 107.3139, 98.65407, 83.32761, 107.3482, 60.78465, 108.4708, 21.19702, 94.80527, 38.8488, 80.26919, 0.5441008, 65.82475, 11.13975, 27.64605, -29.68499, 33.56816, -19.74227, 19.91409, 10.68156]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[78.56927336355236, 58.27100632926584, 21.66168625672191, 9.507067114957799, -11.348772276009278, -13.512549906045269, -10.603979979512768, -13.253048434945706, -12.656054787809335, 35.58191059221442, -7.8907258159458, 80.62693300271728, 60.55213484274917, 19.18534684984121, 8.986168076314067, -15.088003255902684, -15.366228133430434, -17.74129440253755, -15.868312066369594, -9.789750164248677, -8.724956421549294, -5.294882653280466]",O=C(Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1)C1CC1,,,28.353253437761783,,,3.994958075470719,,99.0,False,False,16.17410575661625,18.0,8.0
"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[13.66278, 3.772814, 0.7501436, 4.718503, 77.01511, 98.33289, 96.04601, 95.04287, 94.27394, 56.31822, 89.35989, 25.232, 78.80707, 12.10504, 66.52415, 3.64245, 52.28137, 2.829334, 25.57007, -1.671528, 11.7714, -8.686862, 5.136109, -4.793628]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[64.81479736690488, 61.434426483176196, 25.134556890743415, 20.201352791040573, 1.004240906242281, -6.608759549312945, -5.014121924576015, -5.580021438159542, -5.685859274911574, -5.05230106860566, -5.435192477893337, 64.674641288529, 60.48073374042231, 25.474687469578882, 19.991196747729482, -0.17838085566345427, -5.596214831498673, -5.425163890919872, -6.583595985461724, -4.686137213088321, -5.298586770531951, -5.705711443478617]",O=C(Cc1cccc(Cl)c1)Nn1nnc2ccccc21,,,31.043034812006272,,,5.802424377081518,,,False,False,18.422729594543895,16.0,15.0
"[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]","[93.00379, 78.45793, 45.99528, 27.54741, 10.69836, 4.118626, 5.960617, 6.625858, 92.3106, 72.904, 37.74405, 15.79668, 6.765615, -1.633754, -0.778444, -0.2082373]","[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[100.0, 73.42967608871692, 21.158195391980026, 5.0196662238407, -0.9074632283125939, 8.258598709935328, -8.12547381511598, -4.542816368944971, -1.6350927946752363, -2.901494189254579, -0.2111494627886206, 100.0, 75.35471530933908, 26.634528332257013, 4.696613094772624, -1.378757653412873, -5.164009049817533, -3.572702634364057, -7.4346235170420005, -1.5380271516942345, 1.270780130892338, 5.478618458412866]",Cc1cc(C)nc(NC2CCN(C(=O)CCl)CC2)n1,,,19.473886500303976,,,27.55663992085116,,99.0,False,False,23.51526321057757,28.0,5.0
"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[-12.91379, -18.0431, -21.62069, -13.09483, 84.14655, 74.68965, 60.36207, 47.34483, 85.06896, 33.93103, 76.81034, 16.53448, 58.26724, -1.198276, 41.81034, -5.086207, 23.00862, -15.19828, -1.465517, -17.34483, -17.5, -31.5, -13.33621, -23.49138, 4.611644, 6.059421, 10.38319, 8.049415, 84.79555, 75.9915, 62.07832, 44.65189, 86.98958, 31.43185, 78.21627, 13.05514, 60.48241, 6.509405, 43.45845, 1.422622, 23.402, -3.580312, 8.161212, -6.735795, 4.175634, -4.877162, -0.4695492, -9.15062]","[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[93.14708467260574, 100.38715992861171, 61.624140612923185, 28.520065633119074, 17.416260787654117, -4.041919949502105, -9.174802653890358, -6.690792009000736, -3.0801610537356616, -9.072961959654, -6.105981638782627, 87.63761361356846, 96.89479170186888, 62.991074079891284, 57.01014864802283, 19.114721555729677, -5.0244515183147715, -10.389393369046672, -10.740279257303742, -1.9011082197610174, -13.022562528260865, -3.7186279411013095]",CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,,,5.479371838136055,,,17.31950199339637,,99.0,False,False,11.399436915766213,5.0,10.0
"[99.5, 7.463, 49.75, 2.488, 24.88, 1.552, 12.44, 0.776, 7.463, 0.388, 2.488, 0.194, 1.552, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.75, 24.88, 12.44, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[25.53896, 0.8461605, 10.94619, -0.6047083, 5.123313, -1.74945, 2.077135, 1.363558, 1.822748, 0.4042168, 3.021386, 1.419609, -1.975812, -1.331221, -0.3373863, 0.4969172, -4.625318, -2.726038, -4.306256, -6.158108, 21.96676, 8.997327, -0.9065235, 0.7383693, 0.7407903, 3.841073, 1.70064, 3.874517, 43.26182, 28.59986, 17.76726, 14.31916, 86.2611, 60.78326, 85.13068, 52.59611, 32.1115, 3.737396, 8.717246, 1.610341, 4.543402, 1.295965, 2.877878, 1.282587, -3.509975, -5.37282, -1.23911, 10.08177]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[61.193451938040276, 24.367520307069935, 4.5368276126105345, -4.73468544856423, 0.10912656354854003, 0.8193418362871072, -4.368980693770896, -6.304193296298917, -5.089769129557029, -6.222248676685585, -1.5834312958922083, 60.82416305778596, 26.692980682076, 3.290200385812518, -6.564387697107095, -6.145236745932298, -5.898701034110425, -13.470339139546672, -2.5997565615799347, -6.94685638481221, -5.960976509929929, 16.106146883084843]",CC(=O)N1CCN(CC(=O)Nc2cncc3ccccc23)CC1,,,72.54815241619382,,,75.57504066287328,,,False,False,74.06159653953355,15.0,12.0
"[99.03, 7.428, 49.52, 2.476, 24.76, 1.545, 12.38, 0.772, 7.428, 0.396, 2.476, 0.02, 1.545, 0.099, 0.772, 0.02, 0.396, 0.02, 0.099, 0.02, 99.03, 49.52, 24.76, 12.38]","[62.776, 38.24874, 77.22916, 19.64872, 67.56055, 12.59353, 53.45387, 8.372959, 39.73055, 3.241918, 16.93944, -2.681632, 7.569391, -1.303034, 3.695307, -1.369383, 6.986988, 23.33112, -6.172361, 27.72863, 53.37646, 71.70003, 64.11404, 46.90737]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[62.045708070136726, 54.88963672681516, 40.105548628020976, 33.353794018011925, 12.623393579390976, 0.5853045201565111, -3.4968771895344206, -5.240013167496596, -5.967275083393698, -3.3074433175462334, -1.7288639639597574, 61.827742751314965, 54.15817147688786, 38.112910795229936, 32.972990858771475, 5.387243167481923, -1.886449177152286, -5.626364662438619, -5.444436035230098, -3.7677597140574566, -2.6440420157880054, -0.37910533998276397]",COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2ccc(F)cc12,,,27.47430610572643,,,16.441390706958305,,99.0,False,False,21.957848406342368,21.0,11.0
"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[50.27376, 32.18979, 78.87961, 13.33302, 65.10387, 9.806958, 48.35273, 5.789688, 31.64852, -0.752456, 13.96502, 0.5897629, 15.57631, 7.910957, 15.66078, 10.16676, -7.654402, -2.592141, -3.321131, -2.814279, 48.67812, 77.92535, 60.57037, 43.21225]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[103.87987891496991, 79.2422038828384, 36.06338361631604, 13.157004667523504, 8.466228099844422, -5.102989920855032, -5.310153554758842, -4.925421091794619, -2.7945951430697358, -2.543039301900823, -3.327301630250956, 103.9538659270784, 77.92523506730703, 38.238601772306026, 30.33678887911791, 8.984137184603933, -4.4223094094568145, -6.567932760603385, -2.9573665697084413, -2.9277717648650463, -3.0461509842386483, -3.179327606033959]",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nnc(C3CCCCC3)o2)c1,,,13.332392211263924,,,20.646399794696592,,,False,False,16.989396002980257,14.0,18.0
"[0.389, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.56, 12.4, 0.777, 7.46, 0.389, 2.49, 0.194, 1.56, 0.1, 0.777, 0.05]","[11.3292, 6.353704, 3.178227, 1.636796, 100.5121, 98.42693, 99.25863, 92.5528, 101.4584, 79.11366, 101.6006, 40.95292, 98.21053, 26.62614, 86.88775, 15.02735, 69.28921, 4.079611, 31.67315, 1.249834, 30.38297, -0.4172226, 17.29135, -0.5657722]","[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[90.78298313784242, 99.41384918630455, 92.05040622553645, 70.13219338425274, 41.791431285453044, 14.92386190128649, 1.029943827204293, -0.8297820867190702, -3.8321071530529265, -6.550228866414005, -2.910954309212201, 91.86132185319777, 99.39178952483087, 92.52462840798407, 75.6062642006775, 42.3027494794828, 15.37342758385524, 1.5522336590416095, 1.6235911111355232, -1.8204571968173129, -2.399858552843426, -0.9615482151056074]",CCNc1ncc(C#N)cc1CN1CCN(C(=O)CCl)CC1,,,1.6399940173981138,,,3.2163850512181607,,99.0,False,False,2.428189534308137,26.0,3.0
,,,,Cc1nc(C2CCN(C(=O)c3ccc(Br)cc3)CC2)n[nH]1,,,,,,99.49999999999996,,,False,True,99.49999999999996,,
"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[0.2280199, 0.9757132, 1.097677, -0.2810478, 4.958108, 1.161311, -1.134797, -0.2969562, -0.6946654, -5.944427, 0.2810478, -3.011984, -4.730088, -8.198112, -4.936897, -0.6840598, -0.05302789, -6.713331, -4.120267, -4.358893, 0.2916534, -1.447661, 0.7264821, 1.511295]","[33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[16.701667678913644, 2.5187800978690627, 0.8182200381853313, -3.7558992282282038, -0.6934016464350093, 2.601288077253352, 1.462101695747798, -0.8916540253004692, -1.9461945761708597, -2.029871531875267, -0.2396528516936941, -16.296809460019475, -13.495344366340344, -12.591172507808187, -7.073090021845209, -4.343470552953446, -5.684948588171819, -5.32301691987465, -1.951782339312044, -1.0416087932091522]",C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1,,,,,,99.49999999999996,,,False,True,99.49999999999996,,
"[99.5, 7.460000038146973, 49.79999923706055, 2.490000009536743, 24.899999618530273, 1.5499999523162842, 12.399999618530273, 0.7760000228881836, 7.460000038146973, 0.3880000114440918, 2.490000009536743, 0.1940000057220459, 1.5499999523162842, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806, 0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.79999923706055, 24.899999618530273, 12.399999618530273]","[28.183876037597656, 4.693187236785889, 7.590329170227051, 1.4824934005737305, -1.8382184505462646, -4.089921474456787, -1.4329851865768433, -2.5203304290771484, -7.463808536529541, -4.401638984680176, -7.768191814422607, -6.910050868988037, -4.977400302886963, -5.593501567840576, -3.3344640731811523, -3.4701530933380127, -3.308793067932129, -1.9702401161193848, -9.1544189453125, -7.311616897583008, 7.293280601501465, -4.550163745880127, -5.520156383514404, -3.38397216796875]",,,Cc1cc(O)c(C(C(=O)NCCc2cccc(F)c2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)c(=O)[nH]1,,,,,,99.49999999999996,,,False,True,99.49999999999996,,
"[99.0, 49.5, 24.8, 12.4, 6.19, 3.71, 1.24, 0.772, 99.0, 49.5, 24.8, 12.4, 6.19, 3.71, 1.24, 0.772]","[42.0478, 25.65891, 11.32429, 7.383721, -4.496124, 2.616279, -5.310077, 2.267442, 36.45995, 30.1938, 12.29328, 9.728682, 2.939276, 1.653747, -9.819121, -8.262274]",,,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,,,,,,99.0,,,False,True,99.0,,
"[0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4, 99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05]","[2.419355, 4.646376, 5.53381, 6.728303, 29.88258, 27.42273, 21.4064, 14.2833, 25.0135, 5.004049, 22.02389, -2.601566, 14.03023, -5.442705, 6.353759, -2.476717, 4.146984, -4.042381, 0.7254691, -2.925496, -4.389931, -3.3709, -0.4251586, 0.4993926]",,,CC(C)(C)c1ccc(N(C(=O)c2ccccc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,,False,True,99.49999999999996,,
"[0.38600000739097595, 0.19300000369548798, 0.09600000083446503, 0.05000000074505806, 99.0, 49.5, 24.799999237060547, 12.399999618530273, 99.0, 6.190000057220459, 49.5, 3.7100000381469727, 24.799999237060547, 1.2400000095367432, 12.399999618530273, 0.7720000147819519, 6.190000057220459, 0.38600000739097595, 3.7100000381469727, 0.19300000369548798, 1.2400000095367432, 0.09600000083446503, 0.7720000147819519, 0.05000000074505806]","[1.433914065361023, 0.06912564486265182, -0.13647884130477905, 1.0546091794967651, -1.4020099639892578, -0.28536486625671387, -1.7671351432800293, -2.77034330368042, -3.3375279903411865, -4.759035110473633, -3.840904474258423, -4.776759624481201, -5.336854457855225, -6.035200595855713, -3.745192050933838, -3.8090004920959473, -5.7126145362854, -6.099009037017822, -4.92210054397583, -4.078413009643555, -6.169907093048096, -6.535032272338867, -4.198939800262451, -3.6317551136016846]",,,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)C1CCC2(CCO2)CC1,,,,,,99.0,,,False,True,99.0,,
,,,,COc1cc2cncc(NC(=O)Cc3cccc(Cl)c3)c2cc1OC,,,,,,99.49999999999996,,,False,True,99.49999999999996,,
"[0.38600000739097595, 0.19300000369548798, 0.09600000083446503, 0.05000000074505806, 99.0, 49.5, 24.799999237060547, 12.399999618530273, 99.0, 6.190000057220459, 49.5, 3.7100000381469727, 24.799999237060547, 1.2400000095367432, 12.399999618530273, 0.7720000147819519, 6.190000057220459, 0.38600000739097595, 3.7100000381469727, 0.19300000369548798, 1.2400000095367432, 0.09600000083446503, 0.7720000147819519, 0.05000000074505806]","[11.84662914276123, -2.5425868034362793, 15.70032787322998, -1.2761493921279907, 20.179475784301758, 1.6529728174209595, 9.504108428955078, -3.237962007522583, 22.8366641998291, 9.38368034362793, -1.1440669298171997, -7.433521747589111, 8.455218315124512, 5.933997631072998, -4.7297163009643555, -7.080007076263428, 16.8074893951416, 12.464308738708496, -6.244779586791992, -7.010080814361572, 12.39438247680664, 7.954082012176514, 0.12625527381896973, -2.3833110332489014]",,,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2c(c1)CCCS2(=O)=O,,,,,,99.0,,,False,True,99.0,,
"[0.3880000114440918, 0.1940000057220459, 0.10000000149011612, 0.05000000074505806, 99.5, 49.75, 24.8799991607666, 12.4399995803833, 99.5, 7.4629998207092285, 49.75, 2.48799991607666, 24.8799991607666, 1.5520000457763672, 12.4399995803833, 0.7760000228881836, 7.4629998207092285, 0.3880000114440918, 2.48799991607666, 0.1940000057220459, 1.5520000457763672, 0.10000000149011612, 0.7760000228881836, 0.05000000074505806]","[0.9507213830947876, -0.9097199440002441, -4.22571325302124, -2.6727826595306396, 19.519258499145508, 10.160675048828125, 1.9808831214904785, -1.0788509845733643, 15.721497535705566, -4.420470237731934, 6.614048480987549, -5.753017425537109, 0.8174666166305542, -6.557671070098877, -1.0942264795303345, -5.219998359680176, -5.491633415222168, -6.87543249130249, -4.861235618591309, -5.020116329193115, -5.445506572723389, -6.803679943084717, -4.840734958648682, -4.999615669250488]",,,CC(C)(C)c1ccc(N(C(=O)c2sc(N3CCOCC3)nc2Cl)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,,,,,,99.49999999999996,,,False,True,99.49999999999996,,
"[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]","[42.8342, 4.77667, 26.58652, 2.719076, 18.78866, 5.120132, 12.52365, 5.800696, 6.827903, 3.033917, 7.120482, 5.018365, 1.949466, 0.8204932, 2.397876, 0.1462895, -2.817663, -2.086215, -6.487621, -5.787975, 40.0706, 24.91056, 10.37383, 5.511298]",,,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(CSC2CCOCC2)c1,,,,,,99.49999999999996,,,False,True,99.49999999999996,,
,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[4.000693728354918, -26.165251552133036, -127.34376580289637, -45.21551466391012, -31.20207810352315, -20.76276832444451, -3.607477612575691, -2.314286376674747, 0.49882000641731755, 2.8965417503470308, 4.63526868994835, 11.524008406545537, -17.100068961886667, -40.18236147971556, -49.70718875328413, -12.934555814471604, -13.063111089573207, -0.2190604862745518, -2.176225689017806, 2.695710747792569, 3.1412237834108647, -1.3473440600447681]",CCCCN(CCNC(=O)Nc1cn(C)c(=O)c2ccccc12)Cc1ccco1,,,99.0,,,,,,False,True,99.0,,
,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[8.858817717592203, -40.58359234897858, -57.608684126556696, -55.44986579794807, -37.49431638070933, -7.300115829069894, -4.63235228676477, -7.062099639544105, -7.856136613397245, -7.790842269963442, -10.517451073793131, 6.96870738792618, -40.752531454313576, -53.51649982290317, -49.574860638973576, -38.39402580227384, -14.745005764200386, -6.276192832675087, -6.159511778862788, -6.118518833284665, -6.336043572256387, -10.833304156420674]",CC(C)Cn1cc(NC(=O)N2CCC(c3ccccc3)C2)c2ccccc2c1=O,,,99.0,,,,,,False,True,99.0,,
,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-19.79111973813715, -49.594691449435, -35.99069806642984, -31.15090957999253, -12.751317591420172, -4.694528886572526, -2.700136503316492, -1.4041625952735015, 0.3802721602566805, 1.4238560093586052, 2.9976724638104724, -30.953061392369836, -48.56987655731828, -37.870650742860576, -31.362471096717403, -7.655118131609992, -3.7711174426298566, -0.03740440899476775, -0.16413405704502027, 0.1602586543891219, 4.644994050519049, 0.9480210274248106]",COC(=O)c1sccc1NC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,,,99.0,,,,,,False,True,99.0,,
,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-21.86385966219989, -42.28287897486035, -97.83511836476524, -34.900842324808536, -22.463499935150985, -13.613656968063276, -11.192377217687723, -7.65667199708475, -8.941682930032693, -9.550924917457268, -16.414384302538622, -20.398453826185435, -34.61497094923184, -32.103919365268744, -21.553036148211426, -22.378231533799603, -13.694569953466216, -9.69961436037999, -16.53570363836634, -8.740255131076408, 43.40472088308274, -10.738582816002715]",CC(C)Cn1cc(NC(=O)NCCN2CCOCC2)c2ccccc2c1=O,,,99.0,,,,,,False,True,99.0,,
,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579]","[-48.677527360838155, -32.30802838454863, -25.405542646934393, -25.152195995524607, -11.741434829828428, -5.2878613780626615, -4.24343552011686, -26.798637235652844, -32.72802141434858, -39.86491854917623, -33.82748381242718, -25.772190970832483, -13.434901536888411, -11.009652348829311, -6.182627573088489, -13.96906359116032, -21.093453341217558, -45.13579674632709]",Cn1c(-c2ccc(NC(=O)C3CCCCC(=O)N3)cc2)nc2ccccc21,,,99.0,,,,,,False,True,99.0,,
